Id,Name,Text,Colorway,Main_color,Category,Retail_price,Brand
373,Vans Knu Stack Black White,"The Vans Knu Stack Black White reimagines the classic Vans silhouette from the 1990s by exaggerating its most notable features and adding a thick platform.

Originally designed for skateboarding, the Black White Vans Knu Stack sits on a platform almost 1.5 inches deep. Like the standard Vans Knu Skool, the platformed version features extra padding in the tongue and collar, giving the sneaker a puffy appearance. The tongue bulges against the white, oversized laces, revealing the red ""VANS OFF THE WALL"" tag. An additional ""VANS OFF THE WALL"" logo can be found on the platform. The 3D molded side stripe also embraces the puffy theme and comes in True White. Completing the look, pull tabs attach to the heel, allowing for ease of entry.

Our experts like that the stitching on the black, suede upper comes in True White instead of a tonal hue. It allows the shoe’s heritage construction to stand out as much as the exaggerated elements. The Vans Knu Stack Black White was released on July 3, 2023, and sold for $85.",Black/True White,Black,Lifestyle,85,Vans
374,Vans OG Old Skool LX Gallery Dept. Good Luck,"The Vans Old Skool Gallery Dept Good Luck is a limited edition sneaker that combines the classic Old Skool silhouette with unique design elements from the Gallery Dept brand. The upper is made of premium suede and canvas materials in a bold black and white colorway, with Gallery Dept's signature paint splatter detailing throughout. The shoe also features a custom Good Luck embroidery on the heel and a Gallery Dept logo on the tongue. Released on May 19th, 2023, the Vans Old Skool Gallery Dept Good Luck retails for $150. This shoe is a must-have for fans of both Vans and Gallery Dept, as it seamlessly blends the two brands' aesthetics into one eye-catching design. Something we love about Vans Old Skool Gallery Dept Good Luck is the attention to detail in the design, from the paint splatter to the custom embroidery. Our experts think the standout feature of the Vans Old Skool Gallery Dept Good Luck is the unique collaboration between two iconic brands. This shoe is a true collector's item and a statement piece for any sneakerhead's collection.",Black/True White,Black,Lifestyle,150,Vans
375,Vans Authentic Golden Coast,"The Vans Authentic Golden Coast Black White is a classic sneaker that has been updated with a fresh colorway. The upper is made of durable canvas, which is both lightweight and breathable. The black and white color scheme is timeless and versatile, making it easy to pair with any outfit. The shoe features the iconic Vans rubber waffle outsole, which provides excellent grip and traction. Released on July 1, 2014, the Vans Authentic Golden Coast Black White has been a popular choice among sneaker enthusiasts. With a retail price of $55, it offers great value for its quality and style. Something we love about Vans Authentic Golden Coast Black White is its simplicity and versatility. It's a shoe that can be dressed up or down, making it a great addition to any wardrobe. Our experts think the standout feature of the Vans Authentic Golden Coast Black White is its timeless design, which has remained popular for decades. Whether you're a fan of skate culture or just looking for a comfortable and stylish sneaker, the Vans Authentic Golden Coast Black White is a great choice.",Black/White Checkerboard,Black,Lifestyle,55,Vans
376,Vans Sk8-Hi Black White,"The Vans Sk8-Hi Black White is an iconic sneaker from the popular skateboarding brand Vans, featuring its classic black and white colorway, which remains timeless close to fifty years since it was first launched.

The shoe features a high-top design and is constructed with a combination of suede and canvas material with a rubber outsole. The upper has a stitched-up design across the toe box and side panels, and also incorporates the iconic white stripe that runs across the sides of the shoe - making it instantly recognizable. Other design elements on the shoe include the padded collar for added support, while branding details include the ‘Vans Off The Wall’ logo in Striking Red on the tongue and midsole - just under the heel like most shoes on the Vans line.

The Vans Sk8-Hi Black White was first released for retail on January 1, 2019 at the retail price of $65.",Black/True White,Black,Lifestyle,65,Vans
377,Vans LX Sk8-Mid Bape ABC Camo Black Green,"The Vans LX Sk8-Mid Bape ABC Camo Black Green is co-branded BAPE x Vans sneaker, the LX Sk8-Mid model, presenting in a black, green, and white color scheme.

The canvas ABC camo, which is a classic motif of the Bape brand, fills up the side panels. Black suede dons the toe box, forefoot, tongue and heel areas. At the top of the tongue is the same camouflage pattern sporting an embroidered red OFF THE WALL skateboard image. The iconic Vans jazz stripe is featured on the lateral left and medial right sides in white, while a white shooting star STA logo adorns the medial left and lateral right sides of the sneakers, so the pairs are not mirror images of each other. An ""ape head"" lace lock in silver sits at the bottom of the laces.

We think that this sneaker epitomizes how Vans and Bapejoined to produce a vibrant mid-top skater shoe that seamlessly blends the two brands’ images. The Vans LX Sk8-Mid Bape ABC Camo Black Green colorway released on July 27, 2024, with a $115 price tag.",Black/Green/White,Green,Lifestyle,115,Vans
378,Vans Old Skool Yacht Club,"If you listen carefully enough, you can actually hear Anderson Paak playing everytime a pair of the Vans Old Skool Yacht Clubs are sold on StockX. These quintessential California shoes are nautically flavored, and feature touches of blue, green, red, and yellow throughout the upper, all complemented nicely by crisp white sole units. These are shoes guaranteed to turn heads at any backyard BBQ or boat party in the Summer. These Vans dropped in March of 2018 at a retail price of $70 and are now available to buy or sell on StockX.",Blue/Green,Green,Lifestyle,70,Vans
379,Vans Authentic One Piece Nami,"The Vans Authentic One Piece Nami is a stylish and comfortable sneaker that is perfect for everyday wear. This shoe features a one-piece upper made from durable canvas material, which provides a snug and secure fit. The Nami design is inspired by the ocean waves, with a blue and white colorway that is both eye-catching and versatile. The Vans Authentic One Piece Nami is set to release on November 11, 2022, with a retail price of $90. This shoe is sure to be a hit with sneaker enthusiasts and Vans fans alike, thanks to its unique design and high-quality construction. One of the standout features of the Vans Authentic One Piece Nami is its one-piece upper, which provides a seamless and comfortable fit. Our experts also love the Nami design, which is both stylish and versatile. Whether you're hitting the streets or the beach, the Vans Authentic One Piece Nami is the perfect choice for any occasion. Overall, we think that the Vans Authentic One Piece Nami is a must-have sneaker for anyone who loves style, comfort, and quality. Something we love about this shoe is its unique design, which is sure to turn heads wherever you go.",Straw Hat Crew Natural/Multi,Cream,Lifestyle,90,Vans
380,Vans Sk8-Hi Horror Pack Nightmare on Elm Street Freddy Krueger,"The Vans Sk8-Hi Horror Pack Nightmare on Elm Street Freddy Krueger is a celebrated athletic sneaker shoe that features a chilling fabric top.

The Horror Pack Vans Sk8-Hi Nightmare on Elm Street released a high-top scary sneaker shoe inspired by Freddy Krueger. The sneakers come in a black, red, and green colorway. Other details include re-established protective covering, protective padded collars, and Vans trademark rubber waffle outer sole.

The Vans Sk8-Hi Horror Pack Nightmare on Elm Street Freddy Krueger was out in the market at the retail price of $80 and was released on the 1st of October 2021.",Black/Red/Green,Red,Lifestyle,80,Vans
381,Converse Chuck Taylor All Star 70 Hi Comme des Garcons PLAY Black,"Japanese designer Rei Kawakubo is one of the most prolific fashion designers of all time. Aside from her Comme des Garçons collections, she has had numerous sneaker collaborations over the years. One of the most outstanding of these collaborations involves her different iterations of work modifying and styling up the Converse Chuck Taylor with her sub-label Comme des Garçons PLAY. Kawakubo’s first iteration of his Converse Chuck Taylors came about in 2009 when she modified the original by stripping back its contrast stitching. Six years later, in 2015, she took the All Star Chuck 70s as her template and created a shoe so beloved that it has been re-released every year since.

The most immediately recognizable thing in shoes from the Comme des Garçons PLAY line is their heart and eyes logo, originally conceived and created by Filip Pagowski. Unlike the original 2009 version, however, the 2015 version and every version thereafter has moved away from the original minimalist philosophy that inspired Kawakubo to start this line of collaborations. The Converse Chuck Taylor All-Star 70s Hi Comme des Garçons PLAY harks back to the classic 70s Chuck Taylor style but with a high-top collar that snugly hugs the ankles and a black upper, white laces and a white sole and toe cap.

The Converse Chuck Taylor All-Star 70s Hi Comme des Garçons PLAY Black was released in March of 2019 and retailed for $125.",Black/White/High Risk Red,Black,Lifestyle,125,Converse
382,Converse Chuck Taylor All Star 70 Hi Comme des Garcons PLAY White,"With a look inspired by the Converse Chuck Taylors of the ‘70s, the Converse Chuck Taylor All Star 70s Hi Comme des Garcons PLAY White has a high-top that blends the collab branding and collaboration. Converse Chuck Taylor All Star 70s Hi Comme des Garcons PLAY White has a white canvas upper with double stitching and shiny metal eyelets. It also features heart icons on the sidewall. The lower part of the shoe mostly features a vulcanized rubber midsole and outsole.

Converse Chuck Taylor All-Star 70s Hi Commes des Garcons PLAY White was released in January 2019 and retailed at a price of $125.",Milk/White-High Risk Red,White,Lifestyle,125,Converse
383,Converse Chuck Taylor All Star 70 Ox Comme des Garcons PLAY Black,"Converse Chuck Taylor All Star 70s Ox Comme des Garcons PLAY Black is a model of the iconic collaboration between Comme des Garcons, a Japanese Brand, and Converse. Converse Chuck Taylor All Star 70s Ox Comme des Garcons PLAY Black features a canvas upper. It also features contrasting lace colorways and white seams. On the side, it features the famous red heart and a silhouette that ends on the cream-colored sole.

Converse Chuck Taylor All Star 70s Ox Comme des Garcons PLAY Black was released in July 2017 and had a retail price of $120.",Black/White-High Risk Red,Black,Lifestyle,120,Converse
384,Converse Chuck Taylor All Star 70 Hi Comme des Garcons PLAY Grey,"A collaboration between Converse and Comme Des Garcons, the PLAY line, birthed the Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Grey, a variation of the All-Star Chuck 70 High sneaker model. It is constructed with an upper gray canvas accentuated by an oversized heart and eyes logo in basic black and white on the lateral side.

This high-top shoe sits on an egret-colored rubber midsole, brown finish outsole, and toe box that enhance durability. It retains the signature canvas lace-up closure.

The Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Grey was released on June 3, 2021, and retailed for $150.",Steel Gray/Egret/Black,Grey,Lifestyle,150,Converse
385,Converse Chuck Taylor All Star 70 Hi Black,"The Converse Chuck Taylor All Star 70s Hi Black provides a classic design that continues the tradition of perhaps one of the oldest athletic shoes in the history of footwear.

Although the history surrounding Converse began to take shape as early as 1917, the company designed the Chuck Taylor All Star 70s Hi Black and similar models decades later as part of a tribute to the original shoe. The newer silhouette maintains many of the aesthetic aspects of its predecessor, but some of the fittings and materials have been updated as a way to make a robust shoe that Converse fans and footwear enthusiasts might be able to wear for decades to come. The Converse Chuck Taylor All Star 70s Hi Black includes a premium canvas upper that is double-ply for extra strength and durability while the stitching near the toe is reinforced but designed to keep the classic look of the original. Converse added some extra padding to the insole in an effort to provide collectors or wearers with additional arch support and more cushioning for comfort.

The Converse Chuck Taylor All Star 70s Hi Black released in January 2018 for $85.",Black/Black-Egret,Black,Lifestyle,85,Converse
386,Converse Chuck Taylor All Star 70 Ox Comme des Garcons PLAY Multi-Heart Milk,"The Converse Chuck Taylor All Star 70 Ox Comme des Garcons PLAY Multi-Heart Milk is the collaboration between a classic sneaker silhouette and one line of the Paris-based Japanese fashion label.

The Converse x Comme des Garcons PLAY Chuck 70 Multi-Heart sneaker in a Milk colorway features a creamy off-white canvas upper that is both durable and lightweight. A tonal rubber toecap provides support and signature style. The lace closure enhances a snug fit and the off-white insole sports dual branding. The heel is adorned with the signature Converse heelstay in black and a tonal embossed rubber license plate on the off-white rubber vulcanized midsole. The brown rubber outsole sports grooves for dependable traction.

The standout feature of this sneaker that we love the most is the line of black peeping heart PLAY logos running across the side panels. The Converse Chuck Taylor All Star 70 Ox Comme des Garcons PLAY Multi-Heart Milk was released on October 26th, 2023, for a retail price of $150.","
Milk/Black/Egret",White,Lifestyle,150,Converse
387,Converse Chuck Taylor All Star 70 Hi Off-White,"PLEASE NOTE: US and UK sizing is the same for Converse All-Stars. Converse and Virgil Abloh’s Off-White teamed up once again to re-release the Converse Chuck Taylor All-Star 70s Hi Off-White. This canvas model served as a follow-up to Abloh’s first Converse collaboration that was part of the ""The Ten"" collection.

While the all-white canvas upper of the Converse Chuck Taylor All-Star 70s Hi Off-White draws similarities to classic non-collaborative colorways, there are many points of differentiation. To start, the black and white caution tape-themed midsole nods to one of Off-White’s key design motifs. Next, ""Off-White™ for CONVERSE ‘CHUCK TAYLOR ALL-STAR’ Malden, Massachusetts USA c. 1917"" is screen printed on the inside medial panel of the upper. To round out this Off-White Chuck Taylor, a modified star patch appears on the ankle and a signature orange zip-tie is hooked to the laces.

The Converse Chuck Taylor All-Star 70s Hi Off-White originally released in October of 2018, and restocked in April of 2021, at a retail of $130.",White/Bold Orange-Black,White,Lifestyle,130,Converse
388,Converse Run Star Motion Black White Gum,"The Converse Run Star Motion Black White Gum is a sneaker from the Converse Run Star Motion pack in a Black/White/Gum colorway.

This high-top sneaker features a black canvas upper with a reinforced toe cap. Other upper details include the circle All-Star logo patch on the medial ankle, a CX foam insole, White stitching, branded tongue, a heel pull tab, silver metallic eyelets, and white Laces. The highlight of this sneaker is a chunky and wavy sole unit made up of a lightweight Phylon midsole dressed in white and lugged outsole with gum on the forefoot and black rubber at the heel.

The Converse Run Star Motion Black White Gum was released on June 16, 2021 - retailing at $120.",Black/White/Gum Honey,Black,Lifestyle,120,Converse
389,Converse TURBOWPN Mid Rick Owens DRKSHDW Black Cloud Cream,"The Converse TURBOWPN Mid Rick Owens DRKSHDW Black White is a sleek and stylish sneaker that combines the iconic Converse silhouette with the avant-garde design of Rick Owens. The shoe features a black and white colorway, with a premium leather upper and a chunky rubber sole for added durability and comfort. Released on January 10th, 2023, the Converse TURBOWPN Mid Rick Owens DRKSHDW Black White is a highly sought-after sneaker that is sure to turn heads. With a retail price of $200, this shoe is a must-have for any sneaker enthusiast or fashion-forward individual. One of the standout features of the Converse TURBOWPN Mid Rick Owens DRKSHDW Black White is its unique design, which combines the classic Converse look with Rick Owens' signature style. The shoe is also made with high-quality materials, ensuring that it will last for years to come. Something we love about the Converse TURBOWPN Mid Rick Owens DRKSHDW Black White is its ability to seamlessly blend classic and contemporary design elements. Our experts think that the premium leather upper and chunky rubber sole are the best features of this shoe, as they provide both style and comfort. Overall, we love the Converse TURBOWPN Mid Rick Owens DRKSHDW Black White for its unique design and high-quality construction.",Black/Cloud Cream/Egret,Black,Lifestyle,200,Converse
390,Converse Chuck Taylor All Star 70 Hi Vintage Canvas Squirrel Friend Brown,"The Converse Chuck Taylor All Star 70 Hi Vintage Canvas Squirrel Friend Brown takes a classic silhouette and fuses heritage detail with updated durability and comfort.

The Squirrel Friend Brown Canvas iteration of the Converse Chuck Taylor All Star 70 Vintage High-Top features an upper constructed of durable brown canvas that recalls the classic look and feel from the Chuck 70. Ornate egret-colored stitching across the upper matches the flat cotton laces that thread through silver metal eyelets. The egret rubber toe cap sports a brown outline. The medial side collar features the Converse All Star circular patch, set above two perforations with metal eyelets. A vintage All-Star license plate adorns the heel.

The aspect of this shoe we most appreciate is the sole unit that reflects updates to a heritage style. OrthoLite cushioning offers supreme comfort, while the egret midsole and higher rubber sidewall hearken back to the classic Chuck Taylor design. The dark brown rubber outsole that matches the stripe along the sidewall features a classic Converse traction pattern. The Converse Chuck Taylor All Star 70 Hi Vintage Canvas Squirrel Friend Brown debuted on January 30, 2023, for $90 retail.",Squirrel Friend Brown/Egret/Black,Brown,Lifestyle,90,Converse
391,Converse Chuck Taylor All Star Hi Black,"The Converse Chuck Taylor All Star Hi Black is a classic sneaker that has been a staple in the fashion world for decades. This shoe features a black canvas upper with white stitching and a white rubber sole. The high-top design provides ankle support and a timeless look that never goes out of style. The materials used in the construction of this shoe are high-quality and durable, ensuring that they will last for years to come. The canvas upper is breathable and comfortable, while the rubber sole provides excellent traction and grip. Released on September 24, 2011, the Converse Chuck Taylor All Star Hi Black has been a fan favorite ever since. With a retail price of $60, this shoe is an affordable option for anyone looking for a classic sneaker that will never go out of style. Something we love about the Converse Chuck Taylor All Star Hi Black is its versatility. This shoe can be dressed up or down, making it the perfect addition to any wardrobe. Our experts think that the standout feature of this shoe is its timeless design, which has remained popular for decades. Overall, we love the Converse Chuck Taylor All Star Hi Black for its durability, comfort, and classic style.",Black,Black,Lifestyle,60,Converse
392,Converse Geo Forma Boot A-COLD-WALL Lily White,"The Converse Geo Forma Boot A COLD WALL Lily White is a collaborative design that became a celebrated addition to the brand's catalog.

It features a stretch bootie upper construction alongside a lugged outsole for traction. The entire shoe is in colored in a lily white hue on the upper and the sole. Besides its boot construction, the sneaker boasts a zip-up shroud and elevated, lugged outsole. At the collar, this Geo Converse pair has a TPU fuse with ""A COLD WALL"" printed in a styled typographic. Its heel stays and sock liners features Counter Climate branding.

The Converse Geo Forma Boot A COLD WALL Lily White was released on December 22nd, 2022, at a retail price of $150.",Lily White/Poppy Seed,White,Boot,150,Converse
393,Converse Chuck Taylor All Star 70 Hi Stussy 8-Ball,"The Converse Chuck Taylor All Star 70 Hi Stussy 8 Ball is a collaboration between two iconic brands, Converse and Stussy. This sneaker features a black canvas upper with an all-over 8 ball print, giving it a unique and playful look. The classic Chuck Taylor silhouette is updated with Stussy branding on the heel and tongue, as well as a translucent outsole with Stussy's signature logo. Crafted with premium materials, the Converse Chuck Taylor All Star 70 Hi Stussy 8 Ball is built to last. The canvas upper is durable and breathable, while the rubber outsole provides excellent traction and grip. The high-top design offers ankle support and a comfortable fit. This sneaker is set to release on November 5th, 2022, with a retail price of $110. It's a must-have for sneakerheads and fans of both Converse and Stussy. Something we love about the Converse Chuck Taylor All Star 70 Hi Stussy 8 Ball is the playful and unique design that sets it apart from other Chuck Taylor sneakers. Our experts think the standout feature of this sneaker is the all-over 8 ball print, which adds a fun and unexpected element to the classic silhouette. What we love about the Converse Chuck Taylor All Star 70 Hi Stussy 8 Ball is that it's a collaboration between two iconic brands, resulting in a sneaker that's both stylish and well-made.",Sargasso Sea/White/Black,Blue,Lifestyle,110,Converse
394,Converse Chuck Taylor All Star 70 Hi A-COLD-WALL Silver Birch,"The Converse Chuck Taylor All Star 70s Hi A-COLD-WALL Silver Birch is a limited-edition sneaker that was created in collaboration with the British fashion designer Samuel Ross. This sneaker features a Silver Birch colorway with Pavement accents.

The upper of the Chuck Taylor All Star 70 Hi A-COLD-WALL Silver Birch is made from canvas while the toe cap is made from rubber. The Converse plate is present on the back of the heel and the interior is lined with a breathable canvas material, which ensures comfort while wearing. The high-top silhouette offers added ankle support.

What sets the Converse Chuck Taylor All Star 70s Hi A-COLD-WALL Silver Birch apart from its predecessors is its unique speckled sole. The sole is made from a translucent material with a marbled texture that perfectly complements the Silver Birch colorway. The shoe was released on October 6th, 2022, at a retail price of $110.",Silver Birch/Pavement,Grey,Lifestyle,110,Converse
395,Come Tees x Converse Chuck 70 High 'Realms and Realities',"Dropping as part of a capsule collection with the LA-based fashion label, the Come Tees x Converse Chuck 70 High ‘Realms and Realities’ features unique imagery intended to convey a stream-of-consciousness approach to design. A different digitally-printed graphic is applied to every panel of the 12oz canvas upper, including multicolor graffiti-like text and a black and orange tiger print. ‘Come Tees’ and ‘Realms and Realities’ are inscribed on the heel of the left and right shoe, respectively. Underfoot, the black and grey rubber outsole is updated with a unique ‘shatter’ graphic.",White/Multi/Egret,White,Lifestyle,110,Converse
396,Converse Chuck Taylor All Star 70 Hi Golf le Fleur Flame Paprika,"The Converse Chuck Taylor All Star 70 Hi Golf le Fleur Flame Paprika is part of a collaboration between Converse and Golf Wang, a Los Angeles-based streetwear label founded by Tyler, the Creator.

This high-top sneaker boasts a vibrant colorway of Paprika, Egret, and Salmon Rose with an abstract flame print. Set against a canvas background in Paprika, each flame comes in Salmon Rose and is outlined with blue and bright red. A set of three lines on the midsole tonally match the flame decals. Like other Converse models, this version features prominent Converse All Star branding on the heel. The choice of Egret, an off-white color, on the laces and midsole grounds the sneaker and allows the bold pattern to stand out.

Our experts at StockX like the Paprika color on the bumper stamp. The Converse Chuck Taylor All Star 70 Hi Golf le Fleur Flame Paprika was released on September 21st, 2023, and retailed at $100.",Paprika/Egret/Salmon Rose,Brown,Lifestyle,100,Converse
397,Jordan 11 Retro Legend Blue (2024),"The Jordan 11 Retro Legend Blue (2024), also known as the Columbia 11s, is easily one of the most well known and beloved colorways of the Jordan 11 ever produced. Dating back to 1996, this sneaker has only retro'd twice since then, with the latest version being 10 years ago in 2014.

The Legend Blue 11s feature an all white upper with white laces and an icy blue sole. The Jumpman logo pops in a Legend Blue accent as the finishing touch on this clean colorway. Jordan was famously spotted wearing these for the first time in the 1996 All-Star game, donning the now-iconic teal blue jerseys as the East defeated the West in San Antonio by a score of 129 to 118, in which Jordan was the game's MVP.

The Jordan 11 Retro Legend Blue (2024) released on December 14th, 2024, for a retail price of $230. Our experts love this sneaker due to its storied history and infrequent retro releases, making this sneaker likely to be ever-more collectible as the years go on.",White/Legend Blue/Black,White,Lifestyle,230,Jordan
398,Jordan Jumpman Jack TR Travis Scott Dark Mocha,"The Air Jordan Jumpman Jack TR Travis Scott Dark Mocha is the third colorway of Travis Scott's signature sneaker model, the Jumpman Jack.

This Dark Mocha colorway features and all black and brown design with a velcro tongue flap, reverse swoosh branding, and the Air Jordan logo on the tongue. The underside of the sneaker also showcases unique Cactus Jack branding. This colorway is by far the most neutral and muted colorway of the Jumpman Jack so far, making it a versatile sneaker for many different occasion. As Travis Scott continues to ascend to new heights, his sneakers and surely set to become as hot as ever.

The Air Jordan Jumpman Jack TR Travis Scott Dark Mocha released on November 26th, 2024, for a retail price of $200. We love this sneaker due to it's iconic Cactus Jack branding and recognizable style in the world of sneakers.",Dark Mocha/Black-Sail,Brown,Lifestyle,200,Jordan
399,Nike Air Tech Challenge II Hot Lava (2024),"The Nike Air Tech Challenge II Hot Lava (2024) is a re-release of one of the most iconic tennis shoes ever made. Originally debuting in the late 1980s, the Air Tech Challenge II took the courts by storm with its bold design and revolutionary features. Worn by tennis legend Andre Agassi, this sneaker broke barriers in both performance and style, influencing not just the tennis world but also pop culture. The hot lava colorway, with its fiery accents, became an instant classic and remains relevant today as a bold statement piece.

Featuring a mix of phantom, hot lava, black, silver, and pale ivory, this re-release stays true to the original design while offering slight updates for modern comfort. The vibrant hot lava detailing is the shoe’s standout feature, while the durable leather construction and Air cushioning ensure lasting support on and off the court. Whether you're hitting tennis balls or making a statement on the street, the Nike Air Tech Challenge II Hot Lava continues to turn heads with its timeless appeal.

Released on August 30, 2024, the Nike Air Tech Challenge II Hot Lava (2024) retailed for $150. This iconic sneaker remains a must-have for fans of retro tennis style and those who appreciate its cultural influence and bold design.",Phantom/Hot Lava/Black/Silver/Pale Ivory,White,Lifestyle,150,Nike
400,ASICS Gel-NYC Cream Mineral Beige Pink,"The ASICS Gel-NYC Cream Mineral Beige Pink is a technical running shoe that finds inspiration in heritage and contemporary ASICS models, including the Gel-Nimbus 3 from the 2000s and the Gel-MC Plus V.

The upper construction of the Cream Mineral Beige Pink ASICS Gel-NYC features breathable mesh with a medium-sized weave in cream and a grid of suede and leather overlays in Mineral Beige and metallic silver across the side panels. Although the upper takes elements from the Gel-Nimbus 3, the midsole combines advanced underfoot technology from the Gel-Cumulus 16. The use of gel inserts in the rear and forefoot as well as a combination of foams creates a responsive feel and protects against impact stress.

Something our experts at StockX love is the pink suede panels that form the mudguard and adorn the toecap area. They complement the pink detailing on the midsole and add a contemporary touch to the sneaker’s retro construction. The ASICS Gel-NYC Cream Mineral Beige Pink was released on May 1, 2024, and retailed at $130.",Cream/Mineral Beige,Cream,Lifestyle,130,ASICS
401,Nike Air Max 1 Patta 20th Anniversary Chlorophyll,"Celebrate 20 years of Patta with the Nike Air Max 1 Patta 20th Anniversary Chlorophyll, which released in 2024 and pays homage to the 5th anniversary model which released in 2009.

This sneaker features a grey, white, and green upper with a white midsole. This sneaker is highly coveted by sneakerheads due to it's similarly to the 5th anniversary model that released in 2009, that has similar color blocking. The Patta and Air Max branding can be seen on the tongue in white and green stitching. We love this sneaker due to its bold colors and OG references, making for a classic sneaker that you truly cannot go wrong with.

The Nike Air Max 1 Patta 20th Anniversary Chlorophyll released on September 13th, 2024, for a retail price of $160.",Chlorophyll/Chlorophyll-Matte Silver,Green,Lifestyle,160,Nike
402,adidas SL 72 OG Maroon Preloved Brown (Women's),"The adidas SL 72 OG Maroon Preloved Brown (Women’s) is a slim sneaker whose design has become a classic since the release of the first version in 1972.

This iteration of the adidas SL 72 OG comes with a suede and textile upper. The base is a dark brown shade with lighter brown suede overlays rounding out the toebox, coming up from the toe under the laces, under the midsole, and around the heel. The three stripes logo appears on the midsoles in a beige color. There is a gold adidas logo stamped onto the brown heel collar, while the tongue also bears a logo patch. The slim rubber outsole also has the adidas logo embossed onto it.

Our favorite feature of this shoe is the slim build. This gives the shoe a retro and classic look. The adidas SL 72 OG Maroon Preloved Brown (Women’s) was first released on March 28, 2024, for a retail price of $100.",Maroon/Almost Yellow/Preloved Brown,Brown,Lifestyle,100,adidas
403,UGG Lowmel Black (Women's),"Crafted using recycled materials, the UGG Lowmel Black (Women's) is a comfortable sneaker designed to feel good, body and sole. This shoe is specifically designed for women.

The upper of the Black (Women's) UGG Lowmel, built for comfort, is fashioned from black suede with recycled ballistic canvas mesh at the toe box and padded collar. A padded, oversized tongue and a black webbing pull tab at the heel to ease on/off are also black. Thick plaid laces made from recycled polyester fibers are meant to be worn loose and open. Tonal UGG branding is embossed on the tongue and lateral heel. The molded EVA footbed is supported under foot by a sugarcane EVA outsole with a starburst pattern for absorbing impact and providing grip.

Our favorite aspect of this women’s sneaker is the UGG plush upcycled wool sock liner and the Lyocell insole that envelope your foot in yet another layer of comfort. The UGG Lowmel Black (Women's) was released on August 1, 2023, for $150 retail.",Black,Black,Boot,150,UGG
404,New Balance 9060 Mushroom Timberwolf,"The New Balance 9060 Mushroom Timberwolf puts a futuristic spin on classic New Balance designs, including the 99X, the 991, and the 860.

The Mushroom Timberwolf colorway of the New Balance 960 sports an upper of lightweight and breathable white mesh with pig suede overlays in complementary shades of gray, tan, and brown. The classic side panel N logo is constructed from pale embroidered dashed lines that match the cream-colored shoelaces. The heel features a semi-translucent CR device as well as NB branding. The sock liner is cream-colored and the black insole and gray tongue each sport New Balance branding. The outsole is black rubber with a red diamond traction pattern.

What we love most about this sneaker is the high-performance sole unit. The midsole is constructed of ABZORB in an exaggerated wavy pattern with ABZORB SBS in the heel for cushioning and impact absorption. The New Balance 9060 Mushroom Timberwolf was released on September 22, 2023, for a retail price of $150.",Mushroom/Dark Mushroom/Timberwolf,Brown,Lifestyle,150,New Balance
405,ASICS Gel-NYC Ivory Clay Grey,"The ASICS Gel-NYC Ivory Clay Grey takes its inspiration from the ASICS GEL-NIMBUS 3 and the MC-PLUS V and fuses it with tooling from the GEL-CUMULUS 16.

The Ivory Clay Grey iteration of the ASICS Gel-NYC has an upper with a base of breathable ivory mesh. This is overlaid with undulating strips of silver, grey, and black leather and synthetics that lend the shoe style and support. GEL branding is embroidered on the ivory mesh window in the center of the heel, while ASICS branding appears on a grey lateral overlay, the grey mesh tongue, and the black insoles.

Our experts really enjoy the sole unit of this ASICS sneaker. The lightweight ivory foam midsole incorporates GEL technology with inserts in the rear and forefeet. The black rubber outsole is arranged in large pods, grooved for traction and impact absorption. The ASICS Gel-NYC Ivory Clay Grey was released on July 1, 2023, for a $130 retail price.",Ivory Clay/Grey,Grey,Lifestyle,130,ASICS
406,Jordan 1 Retro High OG University Blue,"Jordan Brand paid homage to MJ’s alma mater with the Air Jordan 1 High University Blue. The University Blue colorway is prominent in the Jordan 1’s history. The first UNC-inspired Jordan 1 dates back to 1985 when the Jordan 1 debuted. Since then, there have been numerous iterations of the UNC 1, most recently the Jordan 1 Retro High Fearless UNC To Chicago. Jumpman is building off of its past and switching it up this week with a new iteration.

The upper of the Air Jordan 1 High University Blue is composed of a white and black tumbled leather upper with University Blue Durabuck overlays. Following traditional Jordan 1 detailing, a Nike Air woven label is located on the tongue and an Air Jordan Wings Logo is printed on the ankle. A white midsole and University Blue outsole complete rejuvenated classic.

The Air Jordan 1 High University Blue released in March of 2021 and retailed for $170.",White/University Blue-Black,Blue,Lifestyle,170,Jordan
407,Nike Air Max 97 Triple White Wolf Grey,"This Nike Air Max 97 ""OG"" edition comes in a white, wolf grey and black colorway. Made to commemorate the 30th Anniversary of the classic Air Max silhouette. This pair sports a clean all-white upper and sole with the only hits of color coming from the grey branding. They were one of three colorways that dropped alongside each other. The release date was August 1st, 2017 where they retailed for $160 in men's sizes. This Nike Air Max 97 ""OG"" re-released in May of 2023. Fans of the Air Max 97 were very pleased with this colorway and it quickly became a must-have. Perfect for everyday use, you can never go wrong with an a white pair of kicks. If you're in need of a pair, hit up the marketplace to buy them. Those looking to sell can do so online today.",White/Wolf Grey-Black,White,Lifestyle,160,Nike
